chunk,StateName,Crop,DistrictName,Year,Month,Day,Category,QueryType,Season,Sector
bloody milk in cow transfer to dr aswar sir,Gujarat,Bovinecowbuffalo,Kheda,2009,4,6,0,45,Rabi,Animal Husbandry
bloody milk in cow transfer to dr aswar sir,Gujarat,Bovinecowbuffalo,Kheda,2009,4,6,0,45,Rabi,Animal Husbandry
thrips in chilli use imidacloprid 8mlacephate 10gmpump,Gujarat,1280,Kheda,2009,4,6,0,29,Rabi,Horticulture
thrips in chilli use imidacloprid 8mlacephate 10gmpump,Gujarat,1280,Kheda,2009,4,6,0,29,Rabi,Horticulture
ask about weather give information,Gujarat,9999,Kheda,2009,4,6,0,9999,Rabi,9999
ask about weather give information,Gujarat,9999,Kheda,2009,4,6,0,9999,Rabi,9999
ask for the varities of soyabean use of guj-soyaben-12,Gujarat,9999,Kheda,2009,4,7,0,9999,Rabi,9999
ask for the varities of soyabean use of guj-soyaben-12,Gujarat,9999,Kheda,2009,4,7,0,9999,Rabi,9999
for fertilizer dose in rose give 505050gmtree npk,Gujarat,9999,Kheda,2009,4,8,0,9999,Rabi,9999
for fertilizer dose in rose give 505050gmtree npk,Gujarat,9999,Kheda,2009,4,8,0,9999,Rabi,9999
ask for the sab sidy in pipe line sab sidy up to 33,Gujarat,9999,Kheda,2009,4,8,0,9999,Rabi,9999
ask for the sab sidy in pipe line sab sidy up to 33,Gujarat,9999,Kheda,2009,4,8,0,9999,Rabi,9999
asking for getting subsidy on leafy vegetable advice to contact to taluka development officer,Gujarat,9999,Kheda,2009,4,9,0,9999,Rabi,9999
asking for getting subsidy on leafy vegetable advice to contact to taluka development officer,Gujarat,9999,Kheda,2009,4,9,0,9999,Rabi,9999
fungus problem in chilli use mencozeb 25gmpump,Gujarat,1280,Kheda,2009,4,9,0,2,Rabi,Horticulture
fungus problem in chilli use mencozeb 25gmpump,Gujarat,1280,Kheda,2009,4,9,0,2,Rabi,Horticulture
asking control for heliothis in okra advice to use quinalphous 20mlpump,Gujarat,9999,Kheda,2009,4,10,0,9999,Rabi,9999
asking control for heliothis in okra advice to use quinalphous 20mlpump,Gujarat,9999,Kheda,2009,4,10,0,9999,Rabi,9999
asking price of castor price of castor rs2190-2225qnt,Gujarat,Castor Rehri Rendi Arandi,Kheda,2009,4,11,0,6,Rabi,Agriculture
asking price of castor price of castor rs2190-2225qnt,Gujarat,Castor Rehri Rendi Arandi,Kheda,2009,4,11,0,6,Rabi,Agriculture
asking price of castor price of castor rs2190-2225qnt,Gujarat,Castor Rehri Rendi Arandi,Kheda,2009,4,11,0,6,Rabi,Agriculture
ask about sawing time of cotton june - july,Gujarat,Cotton Kapas,Kheda,2009,4,11,0,1,Rabi,Agriculture
ask about sawing time of cotton june - july,Gujarat,Cotton Kapas,Kheda,2009,4,11,0,1,Rabi,Agriculture
ask about sawing time of cotton june - july,Gujarat,Cotton Kapas,Kheda,2009,4,11,0,1,Rabi,Agriculture
asking sowing time of cotton prefer june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
asking sowing time of cotton prefer june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
asking sowing time of cotton prefer june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
for sowing season of cotton it can sawn in june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
for sowing season of cotton it can sawn in june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
for sowing season of cotton it can sawn in june-july,Gujarat,Cotton Kapas,Kheda,2009,4,12,0,1,Rabi,Agriculture
asking information about getting subsidy on cattle shed advice to contact to taluka development officer,Gujarat,9999,Kheda,2009,4,12,0,9999,Rabi,9999
asking information about getting subsidy on cattle shed advice to contact to taluka development officer,Gujarat,9999,Kheda,2009,4,12,0,9999,Rabi,9999
asking information about getting subsidy on cattle shed advice to contact to taluka development officer,Gujarat,9999,Kheda,2009,4,12,0,9999,Rabi,9999
ask about subsidy on horticulture crop available upto 40 advise to contact gorticulture officer of district,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
ask about subsidy on horticulture crop available upto 40 advise to contact gorticulture officer of district,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
ask about subsidy on horticulture crop available upto 40 advise to contact gorticulture officer of district,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking yellowing of ground nut use ferus sulphate 100gm citric acid 10gmpump,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking yellowing of ground nut use ferus sulphate 100gm citric acid 10gmpump,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking yellowing of ground nut use ferus sulphate 100gm citric acid 10gmpump,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking irrigation interval in okra prefer 8-10 days interval,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking irrigation interval in okra prefer 8-10 days interval,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking irrigation interval in okra prefer 8-10 days interval,Gujarat,9999,Kheda,2009,4,13,0,9999,Rabi,9999
asking control for termite in groundnut advice to use chloropyriphous 20mlpump,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
asking control for termite in groundnut advice to use chloropyriphous 20mlpump,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
asking control for termite in groundnut advice to use chloropyriphous 20mlpump,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
ask for the termite problem in groundnut use of chlorphayriphos 25 literhac,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
ask for the termite problem in groundnut use of chlorphayriphos 25 literhac,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
ask for the termite problem in groundnut use of chlorphayriphos 25 literhac,Gujarat,1653,Kheda,2009,4,14,0,3,Rabi,Agriculture
ask for the heliothis in mango use of endosalphan 20mlpump,Gujarat,1268,Kheda,2009,4,14,0,29,Rabi,Horticulture
ask for the heliothis in mango use of endosalphan 20mlpump,Gujarat,1268,Kheda,2009,4,14,0,29,Rabi,Horticulture
ask for the heliothis in mango use of endosalphan 20mlpump,Gujarat,1268,Kheda,2009,4,14,0,29,Rabi,Horticulture
ask for ht evarities of guar use of pusa navbaharpusa sadabahar,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
ask for ht evarities of guar use of pusa navbaharpusa sadabahar,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
ask for ht evarities of guar use of pusa navbaharpusa sadabahar,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking for green manuring transfer to drjoshi sir,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking for green manuring transfer to drjoshi sir,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking for green manuring transfer to drjoshi sir,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking weed control in juwar prefer hand weeding,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking weed control in juwar prefer hand weeding,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking weed control in juwar prefer hand weeding,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking irrigation in cowpea 1st irrigation at 20-25das 2nd and 3rd at flowering and pod formation,Gujarat,Bovinecowbuffalo,Kheda,2009,4,15,0,45,Rabi,Animal Husbandry
asking irrigation in cowpea 1st irrigation at 20-25das 2nd and 3rd at flowering and pod formation,Gujarat,Bovinecowbuffalo,Kheda,2009,4,15,0,45,Rabi,Animal Husbandry
asking irrigation in cowpea 1st irrigation at 20-25das 2nd and 3rd at flowering and pod formation,Gujarat,Bovinecowbuffalo,Kheda,2009,4,15,0,45,Rabi,Animal Husbandry
asking of sowing time of cotton advice to grown jnue to july,Gujarat,Cotton Kapas,Kheda,2009,4,15,0,1,Rabi,Agriculture
asking of sowing time of cotton advice to grown jnue to july,Gujarat,Cotton Kapas,Kheda,2009,4,15,0,1,Rabi,Agriculture
asking of sowing time of cotton advice to grown jnue to july,Gujarat,Cotton Kapas,Kheda,2009,4,15,0,1,Rabi,Agriculture
asking about gaining tissue culture plant eucalyptus give him contact no to nursery,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking about gaining tissue culture plant eucalyptus give him contact no to nursery,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking about gaining tissue culture plant eucalyptus give him contact no to nursery,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
asking about gaining tissue culture plant eucalyptus give him contact no to nursery,Gujarat,9999,Kheda,2009,4,15,0,9999,Rabi,9999
ectoparasite of buffalo transfer to dr aswar sir,Gujarat,964,Kheda,2009,4,16,0,45,Rabi,Animal Husbandry
ask for the wilt in moong use of carbandezim 25gmpump,Gujarat,1064,Kheda,2009,4,16,0,2,Rabi,Agriculture
asking about split dose in okra advice to use 75kg nitrogen at 45 das,Gujarat,9999,Kheda,2009,4,16,0,9999,Rabi,9999
asking for subsidy for cotton please cotact to the district devlopment officer,Gujarat,Cotton Kapas,Kheda,2009,4,17,0,29,Rabi,Agriculture
asking information about water testing gave the contact noof kheda soil and water testing,Gujarat,9999,Kheda,2009,4,17,0,9999,Rabi,9999
sowing time of beetroot prfere sowing in aug-sep,Gujarat,9999,Kheda,2009,4,18,0,9999,Rabi,9999
asking information about getting subsidy on tractor it is about 45000-rs and contact to taluka development officer,Gujarat,9999,Kheda,2009,4,18,0,9999,Rabi,9999
ask about yellowish in okra use emida chlopride 8mlacephate 10gmpump,Gujarat,9999,Kheda,2009,4,18,0,9999,Rabi,9999
ask about sucking pest in moong use emida chlopride 8mlacephate 10gmpump,Gujarat,1064,Kheda,2009,4,18,0,3,Rabi,Agriculture
ask about fertilizer in cotton use 1806060 npk ha,Gujarat,Cotton Kapas,Kheda,2009,4,18,0,Fertilizer Use And Availability,Rabi,Agriculture
heliothis in moong use quienalphos 15mlpump,Gujarat,1064,Kheda,2009,4,19,0,3,Rabi,Agriculture
sucking pest in couliflower advice to spary imidacloroprid 5-7mlpump,Gujarat,9999,Kheda,2009,4,20,0,9999,Rabi,9999
ask for the sab sidy in tractore sab sidy up to 33 or 45000rs,Gujarat,9999,Kheda,2009,4,20,0,9999,Rabi,9999
ask about sucking pest in pomegranate use trisophose 15mlpump,Gujarat,1325,Kheda,2009,4,20,0,29,Rabi,Horticulture
dehorning in buffalo transfer to draswar sir,Gujarat,964,Kheda,2009,4,21,0,45,Rabi,Animal Husbandry
ask for the herbicide for the bittergourd prfer hand weeding,Gujarat,9999,Kheda,2009,4,21,0,9999,Rabi,9999
variety of chilli s-49 jwala gujarat chilli-1,Gujarat,1280,Kheda,2009,4,21,0,5,Rabi,Horticulture
asking information about getting subsidy on rotavator it is about 30000- and contact to taluka development officer,Gujarat,9999,Kheda,2009,4,22,0,9999,Rabi,9999
ask about irrigation groundnut not recomended,Gujarat,1653,Kheda,2009,4,22,0,29,Rabi,Agriculture
duration of groundnut crop it is 90-120 days1,Gujarat,1653,Kheda,2009,4,22,0,29,Rabi,Agriculture
asking fruit borer in brinjal use carbaryl 40gmpump,Gujarat,1279,Kheda,2009,4,22,0,29,Rabi,Horticulture
asking weed control in paddy advice to use 24-d,Gujarat,9999,Kheda,2009,4,23,0,9999,Rabi,9999
asking of time of sowing of cotton prefer june-july,Gujarat,Cotton Kapas,Kheda,2009,4,23,0,1,Rabi,Agriculture
asking of thrips in moong use imidacloprid 8mlacephate 10gmpump,Gujarat,1064,Kheda,2009,4,23,0,3,Rabi,Agriculture
asking of fertilizer in cotton use 160kg nha,Gujarat,Cotton Kapas,Kheda,2009,4,23,0,Fertilizer Use And Availability,Rabi,Agriculture
asking about falling of unmature papaya use naa 250mgpump,Gujarat,1324,Kheda,2009,4,24,0,29,Rabi,Horticulture
for control of mealybug in cotton use methylparathion 25kgha,Gujarat,Cotton Kapas,Kheda,2009,4,24,0,3,Rabi,Agriculture
ask about irrigation in bottlegourd 6-8 irrigation is required,Gujarat,9999,Kheda,2009,4,24,0,9999,Rabi,9999
asking sucking pest in bitter guard prefer imidacloprid 7 ml acifet 10 gmpump,Gujarat,9999,Kheda,2009,4,24,0,9999,Rabi,9999
asking red mite in bitter gourd use o-myte 10mlpump,Gujarat,9999,Kheda,2009,4,24,0,9999,Rabi,9999
asking of how many parcantage in sigal supar phospate advice to 16 parcentage is reqired,Gujarat,9999,Kheda,2009,4,24,0,9999,Rabi,9999
asking of how many parcentage in potash advice to 60 in potash,Gujarat,9999,Kheda,2009,4,24,0,9999,Rabi,9999
asking for using herbicide in cowpea as pre-emergence advice to use pendimethalien 40mlpump,Gujarat,Bovinecowbuffalo,Kheda,2009,4,25,0,45,Rabi,Animal Husbandry
asking sucking pest in bitter gourd use imidachloprid 8ml acephate 12gmpump,Gujarat,9999,Kheda,2009,4,25,0,9999,Rabi,9999
asking of thrips in sesamum use naa 2mlpump,Gujarat,Oil Palm,Kheda,2009,4,25,0,3,Rabi,Agriculture
asking time of sowing prefer jun-july,Gujarat,9999,Kheda,2009,4,25,0,9999,Rabi,9999
for variety of cotton rashibollgaurdkrushidhan,Gujarat,Cotton Kapas,Kheda,2009,4,26,0,5,Rabi,Agriculture
for subcidy of pipeline 75 subcidy is for stsc people,Gujarat,9999,Kheda,2009,4,27,0,9999,Rabi,9999
fertilizer dose in cotton advice to u se 180-00-00 npk kgha,Gujarat,Cotton Kapas,Kheda,2009,4,27,0,Fertilizer Use And Availability,Rabi,Agriculture
ask for the irrigation management in groundnut use of when ever require,Gujarat,1653,Kheda,2009,4,28,0,29,Rabi,Agriculture
for irrigation in kidneybean give irrigation at 10-12 days interval,Gujarat,9999,Kheda,2009,4,28,0,9999,Rabi,9999
asking variety in cow pea prefer pusa falgunipusa komalgc-134,Gujarat,Bovinecowbuffalo,Kheda,2009,4,28,0,44,Rabi,Animal Husbandry
ask for the when to burn of ikkad in soil at flowering stage,Gujarat,9999,Kheda,2009,4,29,0,9999,Rabi,9999
mealy bag control in cotton use of methayl parathion 25kghac of land,Gujarat,Cotton Kapas,Kheda,2009,4,29,0,3,Rabi,Agriculture
ask about about variety in cotton use krushidhan guj cot -6-8-13,Gujarat,Cotton Kapas,Kheda,2009,4,29,0,5,Rabi,Agriculture
sowing time of arduso prefere sowing in june-july,Gujarat,9999,Kheda,2009,4,30,0,9999,Rabi,9999
asking about fruitfly in bittergourd advice to use pheromen trape,Gujarat,9999,Kheda,2009,4,30,0,9999,Rabi,9999
asking control for wilt in brinjal advice to use mancozeb powder 35gmpump,Gujarat,1279,Kheda,2009,4,30,0,2,Rabi,Horticulture
asking variety of cowpea advice to grow gujcowpea-134,Gujarat,Bovinecowbuffalo,Kheda,2009,4,30,0,44,Rabi,Animal Husbandry
asking of thrips in sesamum use imidacloprid 8mlacephate 10gmpump,Gujarat,Oil Palm,Kheda,2009,4,30,0,3,Rabi,Agriculture
asking harvesting period of summer groundnut advice to do harvesting at 90120days,Gujarat,1653,Kheda,2009,5,1,0,11,Rabi,Agriculture
asking for greenmanuring transfer to drjoshi sir,Gujarat,9999,Kheda,2009,5,1,0,9999,Rabi,9999
asking of sowing time of cotton to prefar june to july,Gujarat,Cotton Kapas,Kheda,2009,5,1,0,1,Rabi,Agriculture
asking for data producton we have no information for that,Gujarat,9999,Kheda,2009,5,2,0,9999,Rabi,9999
asking control for army worm in okra advice to use thiodicarb 2530gmpump,Gujarat,9999,Kheda,2009,5,2,0,9999,Rabi,9999
asking of thrips in sesamum use imidacloprid 8mlacephate 10gmpump,Gujarat,Oil Palm,Kheda,2009,5,3,0,3,Rabi,Agriculture
asking last irrigation in ground nut stop before 10 days of harvesting,Gujarat,9999,Kheda,2009,5,3,0,9999,Rabi,9999
asking information about fruit research station in dehgam gave the contact noof fruit research stationgandhinagar,Gujarat,9999,Kheda,2009,5,4,0,9999,Rabi,9999
asking split application in okra prefer 240 kg as for the time of flowering,Gujarat,9999,Kheda,2009,5,4,0,9999,Rabi,9999
ask for the what pu purchage of hortiplant give the contect number of nurssery,Gujarat,9999,Kheda,2009,5,4,0,9999,Rabi,9999
for irrigation in groundnut give irrigation at 1112 days interval,Gujarat,1653,Kheda,2009,5,5,0,29,Rabi,Agriculture
subcidy for pipeline 75 subcidy is given for scst,Gujarat,9999,Kheda,2009,5,5,0,9999,Rabi,9999
asking about sowing time of cotton prefer junejuly,Gujarat,Cotton Kapas,Kheda,2009,5,6,0,1,Rabi,Agriculture
ask for the fertilizer does f okra use of 755050 kg npkhac of land,Gujarat,9999,Kheda,2009,5,6,0,9999,Rabi,9999
for control of yellowing in okra use mencozeb 35gmpump,Gujarat,9999,Kheda,2009,5,7,0,9999,Rabi,9999
blank call blank call,Gujarat,9999,Kheda,2009,5,7,0,9999,Rabi,9999
ask for the contect seed corporation give the contect number,Gujarat,9999,Kheda,2009,5,7,0,9999,Rabi,9999
ask for the when to harvest of shan hemp burn in soil at flowering stage,Gujarat,9999,Kheda,2009,5,7,0,9999,Rabi,9999
asking time of sowing of sorghum prefer junjuly,Gujarat,1576,Kheda,2009,5,7,0,1,Rabi,Agriculture
sowing time of okra sowing in junejuly,Gujarat,9999,Kheda,2009,5,8,0,9999,Rabi,9999
ask for the fertilizer doseof moong ues of 204000 kg npkhac of land,Gujarat,1064,Kheda,2009,5,8,0,Fertilizer Use And Availability,Rabi,Agriculture
blank call blank call,Gujarat,9999,Kheda,2009,5,8,0,9999,Rabi,9999
ask for the control of chidho ues of pendimithalin befor sowing of cropand deep plowing in soil,Gujarat,9999,Kheda,2009,5,8,0,9999,Rabi,9999
asking variety of maize use gujmaize12346ganga211,Gujarat,1075,Kheda,2009,5,8,0,5,Rabi,Agriculture
ask for the low milk production give the milfa powdermineral mixturedan,Gujarat,9999,Kheda,2009,5,8,0,9999,Rabi,9999
asking of variety of cowpea information given,Gujarat,Bovinecowbuffalo,Kheda,2009,5,10,0,45,Rabi,Animal Husbandry
asking variety of cowpea advice to grow gujcowpea134,Gujarat,Bovinecowbuffalo,Kheda,2009,5,10,0,44,Rabi,Animal Husbandry
ask about variety of paddy guj rice12,Gujarat,9999,Kheda,2009,5,10,0,9999,Rabi,9999
variety of cotoon super bunny bolgaurd rashi2,Gujarat,9999,Kheda,2009,5,11,0,9999,Rabi,9999
asking of sowing time of ground nut to prefar june to july,Gujarat,9999,Kheda,2009,5,11,0,9999,Rabi,9999
asking about insurance on farming contect to bank,Gujarat,9999,Kheda,2009,5,11,0,9999,Rabi,9999
variety of cotton prfere gcot681012,Gujarat,Cotton Kapas,Kheda,2009,5,12,0,5,Rabi,Agriculture
ask for the varities of cotton use of krushi dhan 12digavijaysanjay,Gujarat,Cotton Kapas,Kheda,2009,5,12,0,5,Rabi,Agriculture
ask for hte fertilizer doseof cotton use of 505052 kg npkhac of land,Gujarat,Cotton Kapas,Kheda,2009,5,12,0,Fertilizer Use And Availability,Rabi,Agriculture
ask about variety of paddy gr345sk20dandi,Gujarat,9999,Kheda,2009,5,12,0,9999,Rabi,9999
pig problem in groundnut field please contact to the forest officer,Gujarat,1653,Kheda,2009,5,13,0,29,Rabi,Agriculture
ask about maturity days of groundnut mature after 120 das,Gujarat,1653,Kheda,2009,5,13,0,11,Rabi,Agriculture
blank call blank call,Gujarat,9999,Kheda,2009,5,14,0,9999,Rabi,9999
asking for anand agroforestry contact number i have given contact number,Gujarat,Ber,Kheda,2009,5,14,0,29,Rabi,Horticulture
blank call blank call,Gujarat,9999,Kheda,2009,5,14,0,9999,Rabi,9999
ask about sawing time of tobaco augustseptember,Gujarat,9999,Kheda,2009,5,14,0,9999,Rabi,9999
asking of thrips in sesamum use imidacloprid 8mlacephate 10gmpump,Gujarat,Oil Palm,Kheda,2009,5,14,0,3,Rabi,Agriculture
asking information about cauliflower fruit are not setting advice to complain to the dealer from where they have brought the seeds,Gujarat,1287,Kheda,2009,5,16,0,29,Rabi,Horticulture
asking of subcidi in gypsum advice for contect to gram swvak,Gujarat,9999,Kheda,2009,5,17,0,9999,Rabi,9999
blank call blank call,Gujarat,9999,Kheda,2009,5,17,0,9999,Rabi,9999
for fertilizer dose in paddy give 120kgha nitrogen in 3 split doses,Gujarat,9999,Kheda,2009,5,18,0,9999,Rabi,9999
variety of cotton advice to use rashi-2 bolgard bijdhan,Gujarat,Cotton Kapas,Kheda,2009,5,18,0,5,Rabi,Agriculture
owing time of paddy sowing in june-july,Gujarat,9999,Kheda,2009,5,19,0,9999,Rabi,9999
asking about sucking pest in bitter gourd advice to use immidacloprid 7ml acephate 10gmpump,Gujarat,9999,Kheda,2009,5,19,0,9999,Rabi,9999
ask for the for the fertilizer doseof cauliflower use of 200-75-375 kg npkhac of land,Gujarat,1287,Kheda,2009,5,19,0,Fertilizer Use And Availability,Rabi,Horticulture
ask about kisan credit card give propar information advise to contact nationalize bank,Gujarat,9999,Kheda,2009,5,19,0,9999,Rabi,9999
for control of wilt in pigeanpea use mencozeb 35gmpump,Gujarat,Peas Field Peas Garden Peasmatar,Kheda,2009,5,20,0,2,Rabi,Agriculture
sowing time of fennel sowing in june-july,Gujarat,Fennel,Kheda,2009,5,20,0,1,Rabi,Agriculture
for cultivation of paddy give required information,Gujarat,9999,Kheda,2009,5,20,0,9999,Rabi,9999
blank call blank call,Gujarat,9999,Kheda,2009,5,21,0,9999,Rabi,9999
for control of whitefly in bittergourd use trizophose 15mlpump,Gujarat,9999,Kheda,2009,5,21,0,9999,Rabi,9999
ectoparasite on buffalo advice to use tactic,Gujarat,964,Kheda,2009,5,21,0,45,Rabi,Animal Husbandry
asking about fertiliser in cotton use 50-50-50kgnpkha,Gujarat,Cotton Kapas,Kheda,2009,5,21,0,Fertilizer Use And Availability,Rabi,Agriculture
wilt in bittergourd prfere mancozeb 25-30gmpump,Gujarat,9999,Kheda,2009,5,22,0,9999,Rabi,9999
for cultivation of papaya give required information,Gujarat,1324,Kheda,2009,5,22,0,29,Rabi,Horticulture
asking for sowing time of papaya prfer sowing in aug-sept,Gujarat,1324,Kheda,2009,5,22,0,1,Rabi,Horticulture
ask about subsidy on rotavator available upto 20000,Gujarat,9999,Kheda,2009,5,22,0,9999,Rabi,9999
asking sucking pest in cotton use trizophos 20mlpump,Gujarat,Cotton Kapas,Kheda,2009,5,23,0,3,Rabi,Agriculture
leaf curl i choli advice to spray triazophos 15-20mlpump,Gujarat,9999,Kheda,2009,5,24,0,9999,Rabi,9999
ask about variety in cotton use rashuidhan -1-2bannirashi-2,Gujarat,Cotton Kapas,Kheda,2009,5,25,0,5,Rabi,Agriculture
contact no of aau give him contact no,Gujarat,9999,Kheda,2009,5,25,0,9999,Rabi,9999
asking yellowish colour in moong for the excess irrigation,Gujarat,1064,Kheda,2009,5,25,0,29,Rabi,Agriculture
variety of paddy prfere gr-678,Gujarat,9999,Kheda,2009,5,26,0,9999,Rabi,9999
weed in field advice to give glyphoset 50gm per pump,Gujarat,9999,Kheda,2009,5,26,0,9999,Rabi,9999
asking wilt in papaya use hwxachlonazol 20mlpump,Gujarat,1324,Kheda,2009,5,26,0,2,Rabi,Horticulture
ask about wilt in papaya use carbandezim 30gmpump,Gujarat,1324,Kheda,2009,5,26,0,2,Rabi,Horticulture
blank call blank call,Gujarat,9999,Kheda,2009,5,26,0,9999,Rabi,9999
asking soil testing lab contact no of kheda dist give him contact number,Gujarat,9999,Kheda,2009,5,26,0,9999,Rabi,9999
asking for using herbicide in paddy as pre-emergence advice to use butachlor 1000kghac,Gujarat,9999,Kheda,2009,5,27,0,9999,Rabi,9999
asking agriculture fair in anand agriculture fair on 262728 may at anand,Gujarat,9999,Kheda,2009,5,27,0,9999,Rabi,9999
sigatoka in banana advice to use carbendezim 25gmpump,Gujarat,Banana,Kheda,2009,5,27,0,2,Rabi,Horticulture
for marketprice of tobacco not available,Gujarat,Tobacco,Kheda,2009,5,28,0,6,Rabi,Agriculture
ask about variety in pegion pea use gt-1gt-100,Gujarat,Peas Field Peas Garden Peasmatar,Kheda,2009,5,28,0,29,Rabi,Agriculture
ask about time of sowing in pegion pea prefer in june -july,Gujarat,Peas Field Peas Garden Peasmatar,Kheda,2009,5,28,0,29,Rabi,Agriculture
asking for using berbicide in cotton as pre-emergence advice to use pendimethalein 40mlpump,Gujarat,Cotton Kapas,Kheda,2009,5,29,0,21,Rabi,Agriculture
for subcidy of godown 50 subcidy is given by nabard,Gujarat,9999,Kheda,2009,5,29,0,9999,Rabi,9999
asking time of sowing of cotton prefer jun-july,Gujarat,Cotton Kapas,Kheda,2009,5,29,0,1,Rabi,Agriculture
asking fertiliser in cotton prefer 50-50-50 npk kgha,Gujarat,Cotton Kapas,Kheda,2009,5,29,0,Fertilizer Use And Availability,Rabi,Agriculture
asking fertiliser in cotton prefer 50 kg npk kgha,Gujarat,Cotton Kapas,Kheda,2009,5,29,0,Fertilizer Use And Availability,Rabi,Agriculture
asking variety of ground nut use gg-11121320,Gujarat,9999,Kheda,2009,5,30,0,9999,Rabi,9999
asking sowing time of ginger advice to grow in april-may,Gujarat,Ginger,Kheda,2009,5,31,0,1,Rabi,Horticulture
ask for the iformation regarding agrifair in navasari agriuni til 3rd june,Gujarat,9999,Kheda,2009,6,1,0,9999,Rabi,9999
asking control for sucking pest in cotton adivce to use methyl-o-demeton 10ml10lit water,Gujarat,Cotton Kapas,Kheda,2009,6,1,0,3,Rabi,Agriculture
ask for termit problem in mango use of chlorphayriphos 20mlpump,Gujarat,1268,Kheda,2009,6,1,0,29,Rabi,Horticulture
ask about fertilizer in cotton use 50-50-50 npkha,Gujarat,Cotton Kapas,Kheda,2009,6,1,0,Fertilizer Use And Availability,Rabi,Agriculture
asking avg yield of guj maize-6 variety of maize give 2400-25--kgha yield,Gujarat,1075,Kheda,2009,6,1,0,5,Rabi,Agriculture
asking weedicide in seed bed of paddy use 1-15kg pendimethelyne per hactare,Gujarat,9999,Kheda,2009,6,1,0,9999,Rabi,9999
asking about variety of paddy gr-3456712gurjari,Gujarat,9999,Kheda,2009,6,1,0,9999,Rabi,9999
blank call blank call,Gujarat,9999,Kheda,2009,6,1,0,9999,Rabi,9999
ask about mealybug in cotton use methail perathion 25 kg ha,Gujarat,Cotton Kapas,Kheda,2009,6,1,0,3,Rabi,Agriculture
ask about stired pest in bajara use selone tabalete,Gujarat,9999,Kheda,2009,6,2,0,9999,Rabi,9999
asking for cultivation of mushroom blank,Gujarat,9999,Kheda,2009,6,2,0,9999,Rabi,9999
asking for jamnagar seed agency number i have given,Gujarat,Ber,Kheda,2009,6,2,0,29,Rabi,Horticulture
asking about navagam research station phone number give proper information,Gujarat,Ber,Kheda,2009,6,2,0,29,Rabi,Horticulture
asking of weed control in paddy advice to not recommanded,Gujarat,9999,Kheda,2009,6,2,0,9999,Rabi,9999
asking for seed treatment of paddy advice to give mancozeb or thiram 4-5gm per kg seed,Gujarat,9999,Kheda,2009,6,3,0,9999,Rabi,9999
asking for planting material of mango i have given number of anand agri,Gujarat,1268,Kheda,2009,6,3,0,29,Rabi,Horticulture
ask for the varities of grounddnut use of gg-2205tj-2637,Gujarat,9999,Kheda,2009,6,3,0,9999,Rabi,9999
ask varities of cotton use of bijdhan-12digvijaysanjay,Gujarat,Cotton Kapas,Kheda,2009,6,3,0,5,Rabi,Agriculture
asking variety of chilli advice to grow gvc-101111121,Gujarat,1280,Kheda,2009,6,3,0,5,Rabi,Horticulture
ask for the varities of paddy use of gr-346712gurjari,Gujarat,9999,Kheda,2009,6,3,0,9999,Rabi,9999
varities of cotton use of bijdhan-12digvijaysanjayv-797,Gujarat,Cotton Kapas,Kheda,2009,6,3,0,5,Rabi,Agriculture
